Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MSFT,Microsoft Corporation,139.29,1.06459E+12,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
AMZN,"Amazon.com, Inc.",1994.49,9.81951E+11,n/a,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn
AAPL,Apple Inc.,208.84,9.60889E+11,n/a,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
GOOGL,Alphabet Inc.,1148.05,7.97027E+11,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl
GOOG,Alphabet Inc.,1146.21,7.95749E+11,n/a,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog
FB,"Facebook, Inc.",202.36,5.77634E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
CSCO,"Cisco Systems, Inc.",57.71,2.47041E+11,n/a,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco
INTC,Intel Corporation,51.75,2.31685E+11,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
CMCSA,Comcast Corporation,44.32,2.01159E+11,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
PEP,"Pepsico, Inc.",130.74,1.82797E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/pep
ADBE,Adobe Inc.,307.88,1.49457E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe
PYPL,"PayPal Holdings, Inc.",120.22,1.4125E+11,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pypl
NFLX,"Netflix, Inc.",307.3,1.34547E+11,n/a,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
COST,Costco Wholesale Corporation,280.1,1.23185E+11,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
AVGO,Broadcom Inc.,300.78,1.19733E+11,n/a,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
TXN,Texas Instruments Incorporated,120.07,1.12722E+11,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn
SBUX,Starbucks Corporation,90.11,1.09141E+11,n/a,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux
AMGN,Amgen Inc.,176.01,1.07355E+11,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
NVDA,NVIDIA Corporation,175.66,1.06977E+11,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
CHTR,"Charter Communications, Inc.",407.53,91045492805,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr
QCOM,QUALCOMM Incorporated,74.12,90107604395,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/qcom
GILD,"Gilead Sciences, Inc.",66.4,84431230221,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild
BKNG,Booking Holdings Inc.,1900.25,82264378336,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng
MDLZ,"Mondelez International, Inc.",54.79,78921475893,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
QQQ,"Invesco QQQ Trust, Series 1",193.79,75500584000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqq
CME,CME Group Inc.,205.35,73510176928,n/a,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
INTU,Intuit Inc.,281.9,73080710232,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
ADP,"Automatic Data Processing, Inc.",167.91,73079173275,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
TMUS,"T-Mobile US, Inc.",78.14,66755237280,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus
CELG,Celgene Corporation,89.82,63346411524,n/a,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg
ISRG,"Intuitive Surgical, Inc.",537.79,62087133786,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg
CSX,CSX Corporation,69.94,55824416012,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
MU,"Micron Technology, Inc.",46.95,51823568644,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
WBA,"Walgreens Boots Alliance, Inc.",54.65,49356790253,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba
WDAY,"Workday, Inc.",211.97,47905220000,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday
AMOV,"America Movil, S.A.B. de C.V.",14.4852,47813421591,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMAT,"Applied Materials, Inc.",51.03,47769434527,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
BIIB,Biogen Inc.,243.88,47286721660,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib
MAR,Marriott International,140.69,46848199055,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
TSLA,"Tesla, Inc. ",260.17,46359333005,n/a,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla
VRTX,Vertex Pharmaceuticals Incorporated,175.24,44882707126,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrtx
ILMN,"Illumina, Inc.",304.64,44782080000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/ilmn
ADI,"Analog Devices, Inc.",119.92,44341766342,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi
EQIX,"Equinix, Inc.",507.33,42651251871,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
BND,Vanguard Total Bond Market ETF,82.88,42104947732,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bnd
KHC,The Kraft Heinz Company,31.95,38977044788,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc
ROST,"Ross Stores, Inc.",106.11,38697850965,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
CTSH,Cognizant Technology Solutions Corporation,65.87,37498667258,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
FISV,"Fiserv, Inc.",95.3,37399516561,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
ADSK,"Autodesk, Inc.",169.74,37278227509,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AABA,Altaba Inc.,71.01,36890502100,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba
AMD,"Advanced Micro Devices, Inc.",33.49,36222808213,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
ATVI,"Activision Blizzard, Inc",45.92,35175028536,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
MNST,Monster Beverage Corporation,64.1,34843234164,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
EBAY,eBay Inc.,41.03,34414470467,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
REGN,"Regeneron Pharmaceuticals, Inc.",309.26,33906886629,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
TEAM,Atlassian Corporation Plc,134.06,32316826282,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
BIDU,"Baidu, Inc.",115.14,32085461618,278664770,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
XLNX,"Xilinx, Inc.",127.28,31948859799,n/a,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx
MELI,"MercadoLibre, Inc.",634.83,31557352323,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
LRCX,Lam Research Corporation,209.76,31448588723,n/a,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
XEL,Xcel Energy Inc.,60.41,31091407468,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel
ORLY,"O'Reilly Automotive, Inc.",392.39,30715004515,n/a,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly
PAYX,"Paychex, Inc.",84.62,30411815097,n/a,1983,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/payx
GOLD,Barrick Gold Corporation,17.29,30291765305,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
JD,"JD.com, Inc.",31.85,29468651207,925232377,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
AMTD,TD Ameritrade Holding Corporation,52.28,28926755966,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
NXPI,NXP Semiconductors N.V.,100.94,28785554810,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
SIRI,Sirius XM Holdings Inc.,6.04,27827999848,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
ALXN,"Alexion Pharmaceuticals, Inc.",122.42,27451119738,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn
CTAS,Cintas Corporation,260.79,26935538937,n/a,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
ZM,"Zoom Video Communications, Inc.",97.39,26534148098,n/a,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/zm
SBAC,SBA Communications Corporation,233.17,26406764816,n/a,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
INFO,IHS Markit Ltd.,65.25,26168797055,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
EA,Electronic Arts Inc.,88.22,26144775453,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
TROW,"T. Rowe Price Group, Inc.",110.53,26137627841,n/a,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow
VRSN,"VeriSign, Inc.",215.74,25712617871,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
WLTW,Willis Towers Watson Public Limited Company,196.64,25413002042,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw
DLTR,"Dollar Tree, Inc.",105.49,25062205756,n/a,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
VRSK,"Verisk Analytics, Inc.",150.81,24682416978,n/a,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
IDXX,"IDEXX Laboratories, Inc.",286.82,24668336144,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx
LULU,lululemon athletica inc.,189.07,24631200696,n/a,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
SHV,iShares Short Treasury Bond ETF,110.59,24573098000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv
UAL,"United Airlines Holdings, Inc.",94.93,24389555052,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,89.8,24179042606,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcit
VCSH,Vanguard Short-Term Corporate Bond ETF,80.625,24140451765,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcsh
PCAR,PACCAR Inc.,69.23,23984274851,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/pcar
CERN,Cerner Corporation,72.08,23455274932,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern
MCHP,Microchip Technology Incorporated,95.57,22748980675,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
FOX,Fox Corporation,36.51,22655368809,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fox
KLAC,KLA Corporation ,140.17,22654312125,n/a,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac
FOXA,Fox Corporation,36.22,22475416550,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/foxa
ALGN,"Align Technology, Inc.",272.96,21838135320,n/a,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
MTCH,"Match Group, Inc.",76.34,21461137694,n/a,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
FITB,Fifth Third Bancorp,29.25,21413933424,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
CSGP,"CoStar Group, Inc.",580.56,21214577363,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
HBANO,Huntington Bancshares Incorporated,26.46,21080392977,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbano
CDNS,"Cadence Design Systems, Inc.",74.27,20806963310,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns
SPLK,Splunk Inc.,137.77,20689156487,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
NTRS,Northern Trust Corporation,95.01,20681452721,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
ULTA,"Ulta Beauty, Inc.",351.99,20576540959,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta
LBTYA,Liberty Global plc,27.77,20484370103,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
EXPE,"Expedia Group, Inc.",137.31,20445800902,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
SNPS,"Synopsys, Inc.",136.16,20410263498,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps
DISH,DISH Network Corporation,43.26,20324790384,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
LBTYB,Liberty Global plc,27.47,20263076944,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
IAC,IAC/InterActiveCorp,240.54,20228971887,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/iac
LBTYK,Liberty Global plc,27.13,20012278030,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
CTRP,"Ctrip.com International, Ltd.",40.76,19849143390,486976040,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
DISCB,"Discovery, Inc.",36.5,19159390602,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
LBRDK,Liberty Broadband Corporation,104.99,19048469982,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
BNDX,Vanguard Total International Bond ETF,57.75,18946101001,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndx
LYFT,"Lyft, Inc.",64.93,18869186985,n/a,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lyft
LBRDA,Liberty Broadband Corporation,103.58,18792651879,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
FAST,Fastenal Company,31.69,18172010517,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
CPRT,"Copart, Inc.",79.23,18152613799,n/a,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
MBB,iShares MBS ETF,107.71,17998341000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbb
ANSS,"ANSYS, Inc.",213.24,17896899053,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss
NTES,"NetEase, Inc.",245.06,17878600056,72956011,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
CHKP,Check Point Software Technologies Ltd.,115.71,17615633471,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp
DVY,iShares Select Dividend ETF,100.59,17542896000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvy
MRVL,Marvell Technology Group Ltd.,26.5,17516500000,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
CINF,Cincinnati Financial Corporation,106.5,17383976682,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
MXIM,"Maxim Integrated Products, Inc.",63.7,17353476895,n/a,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
FANG,"Diamondback Energy, Inc.",104.44,17198365090,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
ASML,ASML Holding N.V.,230.21,16847943252,73185106,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
INCY,Incyte Corporation,78.51,16835570482,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy
SHY,iShares 1-3 Year Treasury Bond ETF,84.59,16748820000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy
NDAQ,"Nasdaq, Inc.",100.86,16712956879,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
PFG,Principal Financial Group Inc,59.82,16662749436,n/a,2001,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/pfg
CDW,CDW Corporation,113.66,16596860406,n/a,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw
IEF,iShares 7-10 Year Treasury Bond ETF,109.49,16500143000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ief
WDC,Western Digital Corporation,55.98,16402011470,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc
DISCA,"Discovery, Inc.",30.89,16214618512,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
PFF,iShares Preferred and Income Securities ETF,37.25,15753025000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pff
IXUS,iShares Core MSCI Total International Stock ETF,58.94,15601418000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ixus
OKTA,"Okta, Inc.",135.64,15481823726,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta
GRMN,Garmin Ltd.,80.37,15258036985,n/a,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,114.09,15253833000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emb
ACGL,Arch Capital Group Ltd.,37.56,15166856155,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
EXAS,Exact Sciences Corporation,117.13,15126025301,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
DISCK,"Discovery, Inc.",28.73,15080802520,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
HAS,"Hasbro, Inc.",119.31,15015654580,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/has
AAL,"American Airlines Group, Inc.",33.73,15004288429,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal
FTNT,"Fortinet, Inc.",87.61,14960337217,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
IEP,Icahn Enterprises L.P.,76.17,14947312420,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/iep
WYNN,"Wynn Resorts, Limited",138.27,14886388375,n/a,2002,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn
SSNC,"SS&C Technologies Holdings, Inc.",58.24,14734431887,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
HBAN,Huntington Bancshares Incorporated,14.08,14733876833,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hban
SWKS,"Skyworks Solutions, Inc.",84.54,14599515422,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
BMRN,BioMarin Pharmaceutical Inc.,80.6,14433151052,n/a,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn
NTAP,"NetApp, Inc.",59.1,14185311252,n/a,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
VIA,Viacom Inc.,35.08,14139872123,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/via
SYMC,Symantec Corporation,22.81,14101002289,n/a,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc
ERIE,Erie Indemnity Company,266,13909104888,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
BPR,Brookfield Property REIT Inc.,18.91,13879623409,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr
MKTX,"MarketAxess Holdings, Inc.",367.81,13865511958,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
DXCM,"DexCom, Inc.",151.95,13835109040,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
VXUS,Vanguard Total International Stock ETF,53,13820738344,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vxus
AKAM,"Akamai Technologies, Inc.",83.2,13652861997,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam
TLT,iShares 20+ Year Treasury Bond ETF,131.22,13515660000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt
TSCO,Tractor Supply Company,111.35,13433463539,n/a,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco
TTWO,"Take-Two Interactive Software, Inc.",118.11,13292276683,n/a,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
CTXS,"Citrix Systems, Inc.",100.88,13281036812,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
XRAY,DENTSPLY SIRONA Inc.,56.51,13222068299,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
STX,Seagate Technology PLC,47.73,13213707083,n/a,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
HOLX,"Hologic, Inc.",48.83,13088888239,n/a,1990,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/holx
ODFL,"Old Dominion Freight Line, Inc.",160.75,13012169165,n/a,1991,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl
EXPD,"Expeditors International of Washington, Inc.",75.42,12971930929,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
YNDX,Yandex N.V.,39.63,12943888460,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx
CBOE,"Cboe Global Markets, Inc.",114.77,12833437938,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/cboe
LSXMK,Liberty Media Corporation,39.69,12687980130,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
IGSB,iShares Short-Term Corporate Bond ETF,53.38,12659067000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igsb
LSXMB,Liberty Media Corporation,39.57,12649618890,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMA,Liberty Media Corporation,39.43,12604864110,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
SGEN,"Seattle Genetics, Inc.",75.95,12282647747,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
VIAB,Viacom Inc.,30.05,12112404712,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/viab
ABMD,"ABIOMED, Inc.",264.67,11985102956,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd
ROKU,"Roku, Inc.",104.92,11886560443,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
LNT,Alliant Energy Corporation,49.59,11772388742,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt
BYND,"Beyond Meat, Inc.",195.48,11752804358,n/a,2019,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bynd
ETFC,E*TRADE Financial Corporation,48.63,11671952209,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
OTEX,Open Text Corporation,43.22,11658435821,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
CHRW,"C.H. Robinson Worldwide, Inc.",83.41,11390680627,n/a,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw
SIVB,SVB Financial Group,218.54,11370022103,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb
TRMB,Trimble Inc.,44.84,11282867556,n/a,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb
JBHT,"J.B. Hunt Transport Services, Inc.",104.19,11127492000,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
TW,Tradeweb Markets Inc.,50.04,11119998738,n/a,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tw
ACWI,iShares MSCI ACWI Index Fund,74.81,10982108000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwi
REG,Regency Centers Corporation,65.55,10980850195,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg
TTD,"The Trade Desk, Inc.",245.43,10927514030,n/a,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
SRPT,"Sarepta Therapeutics, Inc.",145.76,10808667800,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
JKHY,"Jack Henry & Associates, Inc.",138.85,10719726941,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
ZS,"Zscaler, Inc.",84,10555601952,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs
ARRY,Array BioPharma Inc.,46.82,10445327518,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
NCLH,Norwegian Cruise Line Holdings Ltd.,48.45,10435907421,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
PTC,PTC Inc.,90.6,10422790704,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc
STNE,StoneCo Ltd.,34.49,10231450153,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne
Z,"Zillow Group, Inc.",49.63,10182543525,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/z
ZG,"Zillow Group, Inc.",49.25,10104579259,n/a,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/zg
